job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,benefits_score,company_name,remote_category
XYZ2435,Principal Data Scientist,106481,USD,Entry_Level,Contract,United States,M,United Kingdom,100,"Linux, Hadoop, MLOps, R, Computer Vision",Bachelor,3,Transportation,2/3/19,7.1,AlphaByte AI,Fully Remote
XYZ2436,Robotics Engineer,151989,EUR,Entry_Level,Full Time,Norway,L,Switzerland,50,"AWS, NLP, Linux, Data Visualization, Computer Vision",Master,11,Finance,12/14/19,5.2,Quantum Minds,Hybrid
XYZ2437,Data Scientist,155597,EUR,Entry_Level,Contract,Australia,M,Switzerland,100,"Statistics, Python, Deep Learning, GCP, Spark",Associate,14,Automotive,11/17/19,7.7,NextGen Analytics,Fully Remote
XYZ2438,AI Consultant,121096,GBP,Mid,Part Time,Denmark,S,Switzerland,0,"Python, Computer Vision, Java, MLOps, PyTorch",Bachelor,9,Education,2/12/19,9.7,AlphaByte AI,On-site
XYZ2439,NLP Engineer,140785,USD,Senior,Full Time,France,L,Ireland,100,"NLP, Data Visualization, Scala, Statistics, PyTorch",Bachelor,11,Gaming,4/16/19,9.8,NeuralNet Inc,Fully Remote
XYZ2440,Data Analyst,73052,EUR,Mid,Full Time,Japan,M,Netherlands,50,"MLOps, AWS, Hadoop, Tableau, Kubernetes",Master,12,Consulting,8/18/19,5.2,NextGen Analytics,Hybrid
XYZ2441,Principal Data Scientist,118556,GBP,Mid,Freelancer,Sweden,S,Israel,50,"GCP, Kubernetes, AWS, Java, Python",Master,8,Retail,9/13/19,8.1,Quantum Minds,Hybrid
XYZ2442,AI Specialist,107203,USD,Entry_Level,Freelancer,Switzerland,M,China,100,"Computer Vision, Kubernetes, Hadoop, SQL, Statistics",Associate,9,Technology,1/17/19,9.4,Quantum Minds,Fully Remote
XYZ2443,AI Software Engineer,153887,EUR,Senior,Part Time,Switzerland,L,Netherlands,100,"Mathematics, AWS, TensorFlow, Tableau, Docker",Bachelor,0,Technology,12/22/19,8.1,Visionary AI,Fully Remote
XYZ2444,Computer Vision Engineer,146443,USD,Entry_Level,Freelancer,France,M,Sweden,0,"TensorFlow, PyTorch, Deep Learning, Tableau, Java",Associate,13,Automotive,1/10/19,6.2,Quantum Minds,On-site
XYZ2445,ML Ops Engineer,105900,EUR,Entry_Level,Freelancer,China,S,China,0,"Kubernetes, MLOps, NLP, Mathematics, Java",Associate,13,Healthcare,9/25/19,7.5,NeuralNet Inc,On-site
XYZ2446,Machine Learning Engineer,97853,EUR,Executive,Freelancer,India,L,Canada,50,"MLOps, SQL, Scala, Spark, R",Master,13,Media,9/5/19,6.6,AlphaByte AI,Hybrid
XYZ2447,NLP Engineer,138619,GBP,Executive,Contract,Sweden,S,Austria,50,"Java, Scala, GCP, Git, Kubernetes",Master,13,Transportation,12/15/19,5.2,AlphaByte AI,Hybrid
XYZ2448,Research Scientist,65849,USD,Senior,Full Time,China,S,China,100,"NLP, Kubernetes, Tableau, R, MLOps",PhD,7,Healthcare,12/24/19,10.0,Visionary AI,Fully Remote
XYZ2449,Data Analyst,108273,GBP,Executive,Full Time,Australia,S,Netherlands,100,"Azure, NLP, AWS, GCP, Kubernetes",PhD,5,Automotive,3/2/19,9.2,NextGen Analytics,Fully Remote
XYZ2450,NLP Engineer,122452,USD,Mid,Part Time,France,S,Switzerland,100,"Computer Vision, Hadoop, Data Visualization, MLOps, Kubernetes",Master,4,Government,2/10/19,9.5,Quantum Minds,Fully Remote
XYZ2451,AI Specialist,129782,EUR,Senior,Freelancer,United States,S,Germany,50,"Data Visualization, Linux, Scala, NLP, R",Master,1,Finance,4/20/19,5.5,Visionary AI,Hybrid
XYZ2452,NLP Engineer,91241,USD,Entry_Level,Freelancer,United States,M,Denmark,100,"Computer Vision, PyTorch, Hadoop, MLOps, NLP",Associate,10,Real Estate,5/1/19,9.7,NeuralNet Inc,Fully Remote
XYZ2453,Data Scientist,111666,EUR,Entry_Level,Full Time,China,M,France,100,"Docker, Hadoop, AWS, GCP, NLP",Bachelor,9,Finance,2/2/19,7.1,NeuralNet Inc,Fully Remote
XYZ2454,Deep Learning Engineer,71331,GBP,Senior,Contract,Israel,S,Netherlands,50,"SQL, Linux, Mathematics, Computer Vision, NLP",Bachelor,13,Government,4/3/19,7.0,NeuralNet Inc,Hybrid
XYZ2455,ML Ops Engineer,133106,USD,Entry_Level,Part Time,Japan,M,United Kingdom,100,"Kubernetes, Spark, Java, GCP, PyTorch",Associate,1,Automotive,3/14/19,7.7,NeuralNet Inc,Fully Remote
XYZ2456,Data Scientist,140566,USD,Mid,Contract,Finland,M,Germany,0,"Git, Mathematics, Data Visualization, Java, MLOps",Bachelor,10,Healthcare,7/28/19,8.2,NextGen Analytics,On-site
XYZ2457,AI Research Scientist,135590,GBP,Senior,Part Time,Ireland,M,Singapore,100,"Spark, Linux, Computer Vision, Data Visualization, Scala",Master,1,Real Estate,5/24/19,5.6,Visionary AI,Fully Remote
XYZ2458,Data Analyst,159502,USD,Mid,Full Time,Sweden,S,Israel,50,"Statistics, SQL, Mathematics, Data Visualization, Computer Vision",Bachelor,6,Healthcare,2/11/19,6.9,NextGen Analytics,Hybrid
XYZ2459,AI Architect,147098,USD,Executive,Part Time,China,S,South Korea,50,"SQL, GCP, Azure, MLOps, Computer Vision",Associate,2,Retail,5/21/19,8.2,AlphaByte AI,Hybrid
XYZ2460,Autonomous Systems Engineer,78923,USD,Senior,Full Time,Denmark,L,Finland,50,"TensorFlow, Tableau, NLP, Hadoop, Python",Master,8,Real Estate,4/27/19,8.6,NextGen Analytics,Hybrid
XYZ2461,Robotics Engineer,114748,EUR,Mid,Full Time,Canada,L,Denmark,50,"PyTorch, Docker, Azure, Scala, Python",Bachelor,3,Telecommunications,4/25/19,9.7,NeuralNet Inc,Hybrid
XYZ2462,Principal Data Scientist,81072,GBP,Senior,Part Time,China,S,United Kingdom,0,"TensorFlow, Tableau, AWS, Docker, R",Bachelor,0,Telecommunications,4/27/19,9.4,NextGen Analytics,On-site
XYZ2463,AI Product Manager,76403,USD,Senior,Part Time,South Korea,L,Germany,50,"Computer Vision, Scala, AWS, R, Java",Associate,1,Gaming,6/13/19,6.2,AlphaByte AI,Hybrid
XYZ2464,ML Ops Engineer,101987,USD,Mid,Full Time,Australia,L,Ireland,50,"Computer Vision, Linux, Tableau, R, Spark",Bachelor,4,Education,4/21/19,6.5,AlphaByte AI,Hybrid
XYZ2465,Data Analyst,89480,USD,Entry_Level,Full Time,Israel,M,Norway,0,"Scala, R, Data Visualization, Java, Computer Vision",Master,6,Manufacturing,1/11/19,5.2,Quantum Minds,On-site
XYZ2466,NLP Engineer,145730,EUR,Executive,Part Time,China,M,Switzerland,50,"TensorFlow, Linux, Deep Learning, NLP, Scala",Master,14,Transportation,12/6/19,6.3,Visionary AI,Hybrid
XYZ2467,Head of AI,65067,EUR,Senior,Part Time,United States,M,Singapore,50,"Computer Vision, Data Visualization, Python, Linux, Java",Associate,5,Gaming,3/15/19,7.0,AlphaByte AI,Hybrid
XYZ2468,ML Ops Engineer,158543,GBP,Executive,Full Time,Singapore,M,Singapore,100,"Kubernetes, Data Visualization, Java, Mathematics, R",Master,9,Automotive,6/27/19,6.2,AlphaByte AI,Fully Remote
XYZ2469,Data Analyst,83797,GBP,Entry_Level,Part Time,Ireland,L,India,50,"SQL, NLP, Kubernetes, Java, Computer Vision",Bachelor,6,Finance,2/24/19,8.2,NeuralNet Inc,Hybrid
XYZ2470,AI Architect,65907,EUR,Entry_Level,Full Time,Singapore,M,Norway,100,"Deep Learning, MLOps, GCP, Hadoop, TensorFlow",Master,14,Media,6/6/19,8.1,Visionary AI,Fully Remote
XYZ2471,Data Analyst,157993,GBP,Entry_Level,Contract,Israel,M,Japan,50,"Git, SQL, Spark, MLOps, Tableau",Master,10,Media,3/27/19,5.3,NextGen Analytics,Hybrid
XYZ2472,Robotics Engineer,157647,USD,Entry_Level,Contract,Ireland,L,South Korea,50,"R, Mathematics, Data Visualization, SQL, Deep Learning",Master,10,Energy,11/8/19,8.4,Quantum Minds,Hybrid
XYZ2473,Robotics Engineer,105698,GBP,Senior,Part Time,Sweden,L,Singapore,100,"Git, Scala, Azure, Computer Vision, NLP",Master,11,Technology,3/7/19,9.2,NextGen Analytics,Fully Remote
XYZ2474,Robotics Engineer,105117,GBP,Senior,Contract,Switzerland,S,Finland,50,"Python, Tableau, Data Visualization, Spark, Kubernetes",Associate,2,Real Estate,8/19/19,8.5,NeuralNet Inc,Hybrid
XYZ2475,AI Software Engineer,99864,GBP,Entry_Level,Full Time,Ireland,M,Switzerland,100,"Statistics, TensorFlow, Tableau, PyTorch, MLOps",Master,15,Transportation,9/25/19,8.3,NextGen Analytics,Fully Remote
XYZ2476,ML Ops Engineer,103448,USD,Senior,Contract,China,S,Netherlands,50,"Azure, Data Visualization, AWS, NLP, SQL",PhD,9,Government,1/26/19,9.5,Quantum Minds,Hybrid
XYZ2477,Autonomous Systems Engineer,157874,USD,Entry_Level,Full Time,India,M,United States,0,"Linux, Docker, Python, Java, Hadoop",Associate,10,Government,3/8/19,9.6,AlphaByte AI,On-site
XYZ2478,Machine Learning Researcher,106596,EUR,Mid,Freelancer,China,L,Norway,100,"Statistics, Azure, AWS, Mathematics, Computer Vision",Associate,12,Finance,11/23/19,9.2,Visionary AI,Fully Remote
XYZ2479,AI Research Scientist,130086,GBP,Entry_Level,Part Time,Switzerland,M,United Kingdom,100,"MLOps, PyTorch, Tableau, Python, Statistics",Master,7,Automotive,12/2/19,9.3,Visionary AI,Fully Remote
XYZ2480,Principal Data Scientist,151247,USD,Mid,Freelancer,China,S,Australia,100,"NLP, Scala, PyTorch, Linux, Docker",PhD,8,Real Estate,3/27/19,6.5,NextGen Analytics,Fully Remote
XYZ2481,AI Software Engineer,74821,USD,Senior,Freelancer,Ireland,L,Germany,100,"Kubernetes, R, TensorFlow, SQL, Python",Associate,11,Gaming,6/18/19,8.1,NeuralNet Inc,Fully Remote
XYZ2482,Machine Learning Engineer,113387,USD,Entry_Level,Part Time,India,L,France,50,"Docker, Statistics, TensorFlow, Hadoop, Deep Learning",Bachelor,3,Telecommunications,12/19/19,5.5,NextGen Analytics,Hybrid
XYZ2483,AI Product Manager,103786,GBP,Mid,Contract,Germany,S,Australia,0,"Scala, Docker, MLOps, Git, Deep Learning",Master,6,Automotive,5/9/19,6.4,NeuralNet Inc,On-site
XYZ2484,AI Architect,112097,GBP,Entry_Level,Full Time,Norway,M,Austria,50,"MLOps, Data Visualization, Git, Tableau, NLP",PhD,8,Technology,4/7/19,8.3,AlphaByte AI,Hybrid
XYZ2485,AI Research Scientist,158635,USD,Mid,Contract,Australia,S,Ireland,100,"Hadoop, AWS, TensorFlow, R, Linux",Bachelor,13,Retail,11/28/19,8.7,Quantum Minds,Fully Remote
XYZ2486,AI Architect,88140,EUR,Mid,Contract,Japan,L,Australia,50,"MLOps, Data Visualization, SQL, Deep Learning, Spark",Bachelor,6,Healthcare,11/15/19,6.3,Visionary AI,Hybrid
XYZ2487,Data Engineer,116650,GBP,Mid,Part Time,Sweden,S,Sweden,50,"Hadoop, Deep Learning, Docker, Python, Java",Bachelor,14,Manufacturing,3/20/19,6.8,NextGen Analytics,Hybrid
XYZ2488,Machine Learning Researcher,135060,USD,Entry_Level,Freelancer,United Kingdom,S,Finland,100,"PyTorch, Deep Learning, Hadoop, NLP, Spark",Master,15,Retail,6/22/19,7.9,NeuralNet Inc,Fully Remote
XYZ2489,Data Scientist,131880,USD,Entry_Level,Contract,Australia,S,France,0,"GCP, MLOps, Linux, Computer Vision, PyTorch",Bachelor,15,Healthcare,2/6/19,6.0,Quantum Minds,On-site
XYZ2490,Data Scientist,159888,USD,Executive,Part Time,South Korea,S,Australia,50,"R, Docker, Python, Kubernetes, Computer Vision",Associate,5,Retail,11/1/19,7.7,AlphaByte AI,Hybrid
XYZ2491,Robotics Engineer,71450,GBP,Entry_Level,Freelancer,Australia,M,Israel,100,"Computer Vision, Docker, Data Visualization, SQL, PyTorch",Bachelor,0,Finance,9/24/19,8.8,NeuralNet Inc,Fully Remote
XYZ2492,Research Scientist,154362,EUR,Senior,Full Time,Austria,M,Germany,50,"Linux, MLOps, AWS, GCP, Deep Learning",Master,6,Gaming,4/15/19,9.3,Visionary AI,Hybrid
XYZ2493,Robotics Engineer,99026,EUR,Mid,Freelancer,China,S,Canada,50,"PyTorch, Tableau, Data Visualization, MLOps, Java",Master,2,Media,1/7/19,6.5,Visionary AI,Hybrid
XYZ2494,AI Specialist,118684,GBP,Mid,Full Time,South Korea,S,India,50,"SQL, Hadoop, Linux, AWS, Statistics",Master,4,Healthcare,11/15/19,6.4,NeuralNet Inc,Hybrid
XYZ2495,AI Software Engineer,149502,USD,Mid,Contract,United States,S,Australia,0,"Spark, Data Visualization, Hadoop, Scala, GCP",Bachelor,12,Telecommunications,8/7/19,6.7,NeuralNet Inc,On-site
XYZ2496,Data Engineer,87419,EUR,Entry_Level,Full Time,Netherlands,M,Australia,50,"Git, Statistics, NLP, Tableau, GCP",Master,14,Telecommunications,2/2/19,6.2,NeuralNet Inc,Hybrid
XYZ2497,Robotics Engineer,63287,EUR,Entry_Level,Part Time,Finland,M,Singapore,100,"Git, Java, NLP, Hadoop, Spark",Bachelor,13,Education,4/3/19,8.7,Quantum Minds,Fully Remote
XYZ2498,AI Product Manager,139023,USD,Entry_Level,Full Time,Austria,M,Singapore,100,"Linux, SQL, Azure, Scala, Mathematics",Master,2,Retail,4/8/19,5.7,NextGen Analytics,Fully Remote
XYZ2499,AI Research Scientist,76085,USD,Mid,Freelancer,India,M,Canada,100,"Python, Azure, Spark, Kubernetes, Deep Learning",PhD,15,Media,11/28/19,7.0,NeuralNet Inc,Fully Remote
XYZ2500,Principal Data Scientist,157564,GBP,Entry_Level,Freelancer,Germany,M,Australia,0,"Scala, NLP, R, PyTorch, Docker",Associate,13,Automotive,3/26/19,7.9,AlphaByte AI,On-site
XYZ2501,AI Architect,150399,EUR,Mid,Contract,Ireland,S,United States,50,"Mathematics, Java, MLOps, NLP, PyTorch",Bachelor,3,Manufacturing,8/8/19,8.4,AlphaByte AI,Hybrid
XYZ2502,Machine Learning Engineer,83516,GBP,Mid,Contract,South Korea,M,Ireland,50,"MLOps, Kubernetes, SQL, Git, TensorFlow",Associate,5,Telecommunications,3/25/19,7.0,NextGen Analytics,Hybrid
XYZ2503,Data Analyst,98848,EUR,Mid,Freelancer,United Kingdom,M,Singapore,50,"AWS, Java, R, GCP, Azure",PhD,10,Transportation,11/20/19,9.2,Visionary AI,Hybrid
XYZ2504,AI Research Scientist,129602,GBP,Senior,Contract,Ireland,M,France,0,"Deep Learning, Data Visualization, GCP, Mathematics, Python",Associate,7,Education,2/13/19,9.6,AlphaByte AI,On-site
XYZ2505,AI Software Engineer,71757,EUR,Senior,Contract,United States,S,South Korea,50,"Tableau, MLOps, Scala, AWS, PyTorch",Master,11,Manufacturing,6/7/19,5.2,Visionary AI,Hybrid
XYZ2506,Data Analyst,88442,GBP,Mid,Full Time,United States,L,Sweden,0,"Computer Vision, R, MLOps, TensorFlow, Deep Learning",Master,15,Healthcare,4/28/19,5.5,AlphaByte AI,On-site
XYZ2507,AI Consultant,106880,GBP,Mid,Contract,Israel,M,Austria,50,"Java, Hadoop, Spark, Kubernetes, TensorFlow",Associate,10,Finance,7/5/19,9.9,NeuralNet Inc,Hybrid
XYZ2508,Machine Learning Engineer,64208,EUR,Mid,Full Time,South Korea,M,Switzerland,0,"R, Java, MLOps, Linux, Kubernetes",PhD,14,Healthcare,11/3/19,5.2,Quantum Minds,On-site
XYZ2509,AI Architect,142531,GBP,Entry_Level,Contract,Norway,L,South Korea,50,"PyTorch, Azure, Java, MLOps, GCP",Master,15,Real Estate,3/1/19,8.8,Quantum Minds,Hybrid
XYZ2510,AI Product Manager,135618,GBP,Executive,Freelancer,Denmark,L,United Kingdom,0,"PyTorch, Computer Vision, GCP, Statistics, Hadoop",Associate,3,Energy,9/7/19,7.8,Quantum Minds,On-site
XYZ2511,Data Analyst,120121,GBP,Entry_Level,Contract,Austria,L,Netherlands,100,"GCP, MLOps, Docker, NLP, TensorFlow",Bachelor,2,Gaming,8/24/19,5.5,Visionary AI,Fully Remote
XYZ2512,AI Consultant,149827,GBP,Entry_Level,Full Time,China,M,United Kingdom,0,"Python, Statistics, Scala, R, PyTorch",Bachelor,12,Healthcare,3/22/19,9.3,AlphaByte AI,On-site
XYZ2513,Computer Vision Engineer,87262,GBP,Entry_Level,Part Time,Switzerland,M,Singapore,50,"Hadoop, Data Visualization, Docker, Spark, SQL",Master,8,Real Estate,3/10/19,9.1,AlphaByte AI,Hybrid
XYZ2514,NLP Engineer,106591,USD,Senior,Freelancer,South Korea,L,Japan,100,"TensorFlow, Azure, Spark, Linux, AWS",Bachelor,15,Technology,1/16/19,9.4,NextGen Analytics,Fully Remote
XYZ2515,AI Specialist,130363,USD,Mid,Part Time,Israel,S,China,100,"Docker, R, Kubernetes, Deep Learning, PyTorch",Bachelor,14,Energy,9/16/19,9.1,AlphaByte AI,Fully Remote
XYZ2516,AI Consultant,129454,GBP,Executive,Part Time,France,S,Austria,50,"Scala, Python, Hadoop, Spark, TensorFlow",Associate,8,Healthcare,7/3/19,9.3,NeuralNet Inc,Hybrid
XYZ2517,Machine Learning Researcher,144061,GBP,Senior,Freelancer,Germany,M,China,100,"Linux, Mathematics, Tableau, Azure, Java",Master,2,Consulting,8/22/19,8.8,NextGen Analytics,Fully Remote
XYZ2518,Autonomous Systems Engineer,160731,EUR,Mid,Part Time,Germany,M,Finland,100,"Tableau, Mathematics, SQL, Docker, Java",PhD,1,Media,1/28/19,8.5,AlphaByte AI,Fully Remote
XYZ2519,Data Engineer,144937,USD,Executive,Freelancer,Australia,L,United Kingdom,50,"Spark, Scala, R, TensorFlow, Tableau",Master,12,Finance,1/10/19,9.8,Quantum Minds,Hybrid
XYZ2520,Data Analyst,160357,USD,Entry_Level,Full Time,China,S,Austria,50,"Java, AWS, MLOps, Docker, Git",Master,10,Government,1/19/19,9.0,NeuralNet Inc,Hybrid
XYZ2521,Data Scientist,135567,USD,Entry_Level,Freelancer,China,S,Norway,100,"Statistics, Kubernetes, Git, R, NLP",Master,11,Automotive,8/28/19,6.6,AlphaByte AI,Fully Remote
XYZ2522,Principal Data Scientist,145590,GBP,Senior,Contract,Netherlands,S,Canada,0,"AWS, Python, MLOps, R, Linux",PhD,1,Technology,5/9/19,7.7,Quantum Minds,On-site
XYZ2523,Robotics Engineer,139892,USD,Senior,Part Time,Japan,S,Switzerland,50,"Docker, Computer Vision, Deep Learning, Python, Java",Associate,15,Real Estate,4/2/19,6.6,Quantum Minds,Hybrid
XYZ2524,Data Scientist,158972,USD,Entry_Level,Contract,Finland,M,Singapore,100,"Git, Linux, TensorFlow, GCP, Computer Vision",Associate,7,Technology,5/10/19,7.8,AlphaByte AI,Fully Remote
XYZ2525,AI Consultant,107758,USD,Entry_Level,Freelancer,Singapore,M,Israel,100,"GCP, Linux, Java, NLP, Mathematics",PhD,12,Media,12/17/19,9.7,AlphaByte AI,Fully Remote
XYZ2526,Principal Data Scientist,109069,USD,Senior,Freelancer,Finland,M,China,0,"Tableau, Azure, Python, R, Deep Learning",Associate,0,Education,12/6/19,8.4,Visionary AI,On-site
XYZ2527,Research Scientist,139297,GBP,Executive,Freelancer,Singapore,M,Japan,50,"GCP, Azure, Kubernetes, Deep Learning, Scala",Associate,6,Energy,3/19/19,8.2,Visionary AI,Hybrid
XYZ2528,AI Product Manager,93145,EUR,Senior,Full Time,India,S,China,50,"TensorFlow, SQL, AWS, Azure, Spark",Bachelor,7,Gaming,2/20/19,7.9,NeuralNet Inc,Hybrid
XYZ2529,AI Architect,129442,GBP,Senior,Freelancer,Austria,L,Germany,100,"Python, MLOps, Docker, Scala, Computer Vision",Master,4,Transportation,9/24/19,9.3,NeuralNet Inc,Fully Remote
XYZ2530,Data Engineer,99512,USD,Executive,Freelancer,Sweden,M,Japan,0,"Kubernetes, Computer Vision, TensorFlow, Git, Azure",Bachelor,13,Gaming,8/3/19,6.2,NextGen Analytics,On-site
XYZ2531,NLP Engineer,74188,GBP,Mid,Contract,Canada,M,Australia,50,"Mathematics, Java, MLOps, NLP, SQL",Master,4,Retail,5/7/19,7.4,NeuralNet Inc,Hybrid
XYZ2532,AI Research Scientist,127711,USD,Executive,Full Time,Japan,S,Singapore,100,"Azure, Spark, TensorFlow, PyTorch, Java",Master,14,Real Estate,3/23/19,8.2,NextGen Analytics,Fully Remote
XYZ2533,Research Scientist,84098,USD,Entry_Level,Freelancer,Norway,S,Israel,50,"GCP, Hadoop, AWS, TensorFlow, Scala",Master,1,Media,5/4/19,5.9,Quantum Minds,Hybrid
XYZ2534,Data Scientist,74267,EUR,Senior,Contract,Sweden,S,United States,50,"Python, R, Scala, NLP, GCP",Bachelor,8,Healthcare,1/21/19,7.9,NeuralNet Inc,Hybrid
XYZ2535,Computer Vision Engineer,122964,GBP,Mid,Contract,Canada,M,Finland,50,"AWS, MLOps, Hadoop, SQL, Mathematics",Associate,12,Technology,6/23/19,5.4,AlphaByte AI,Hybrid
XYZ2536,Principal Data Scientist,117174,GBP,Entry_Level,Freelancer,Canada,S,Ireland,0,"MLOps, Python, Git, Spark, Hadoop",Master,15,Retail,11/4/19,8.3,NeuralNet Inc,On-site
XYZ2537,ML Ops Engineer,137781,GBP,Senior,Freelancer,Netherlands,L,Singapore,100,"PyTorch, Scala, Git, Azure, Statistics",Associate,11,Education,1/2/19,7.5,NextGen Analytics,Fully Remote
XYZ2538,AI Consultant,72690,USD,Senior,Part Time,Finland,M,Canada,50,"Azure, PyTorch, Spark, SQL, Git",Bachelor,13,Telecommunications,9/9/19,9.6,Quantum Minds,Hybrid
XYZ2539,AI Specialist,81173,USD,Mid,Contract,Austria,M,Sweden,100,"SQL, Linux, PyTorch, Computer Vision, R",Master,0,Education,2/9/19,8.4,NextGen Analytics,Fully Remote
XYZ2540,Data Engineer,96222,USD,Mid,Contract,Netherlands,L,India,50,"Data Visualization, TensorFlow, Azure, Java, Tableau",Master,5,Media,10/2/19,8.2,AlphaByte AI,Hybrid
XYZ2541,Data Analyst,85028,EUR,Executive,Contract,Australia,L,Germany,100,"Azure, Scala, Docker, R, Tableau",PhD,13,Telecommunications,11/21/19,5.4,NextGen Analytics,Fully Remote
XYZ2542,Data Scientist,106491,USD,Executive,Part Time,Finland,M,Austria,50,"Git, Tableau, TensorFlow, Spark, Docker",Master,12,Gaming,12/24/19,5.2,Visionary AI,Hybrid
XYZ2543,Computer Vision Engineer,81363,USD,Mid,Freelancer,Sweden,S,China,100,"AWS, Azure, GCP, Tableau, Deep Learning",Bachelor,0,Consulting,3/4/19,7.4,Visionary AI,Fully Remote
XYZ2544,Head of AI,111163,EUR,Executive,Freelancer,United Kingdom,S,India,100,"Python, PyTorch, Tableau, Linux, SQL",PhD,11,Telecommunications,9/19/19,5.2,Quantum Minds,Fully Remote
XYZ2545,Deep Learning Engineer,125455,GBP,Mid,Freelancer,China,L,Japan,100,"Mathematics, GCP, Kubernetes, SQL, NLP",Associate,13,Energy,6/26/19,8.0,NextGen Analytics,Fully Remote
XYZ2546,NLP Engineer,119323,GBP,Mid,Freelancer,France,L,India,100,"Deep Learning, R, Mathematics, Scala, Hadoop",Bachelor,4,Gaming,7/9/19,8.1,NextGen Analytics,Fully Remote
XYZ2547,Computer Vision Engineer,106907,USD,Entry_Level,Part Time,United Kingdom,S,South Korea,50,"TensorFlow, GCP, SQL, Azure, Hadoop",Associate,0,Transportation,5/13/19,9.5,Quantum Minds,Hybrid
XYZ2548,AI Architect,67773,USD,Senior,Contract,Australia,S,Norway,0,"Hadoop, Tableau, NLP, AWS, Computer Vision",Master,14,Energy,1/8/19,7.5,NextGen Analytics,On-site
XYZ2549,NLP Engineer,103999,USD,Mid,Full Time,Norway,L,France,0,"Mathematics, TensorFlow, Docker, Azure, Computer Vision",Bachelor,11,Media,12/4/19,9.7,Quantum Minds,On-site
XYZ2550,AI Software Engineer,96283,EUR,Mid,Freelancer,Singapore,L,France,50,"AWS, Spark, MLOps, SQL, Computer Vision",Associate,11,Manufacturing,11/8/19,6.2,NextGen Analytics,Hybrid
XYZ2551,Robotics Engineer,116977,GBP,Senior,Contract,India,L,France,50,"Scala, Statistics, NLP, Java, GCP",PhD,11,Real Estate,11/21/19,9.7,NeuralNet Inc,Hybrid
XYZ2552,Machine Learning Engineer,110135,GBP,Executive,Freelancer,Switzerland,M,Switzerland,50,"SQL, Azure, Docker, Spark, MLOps",Associate,0,Education,9/7/19,9.2,NextGen Analytics,Hybrid
XYZ2553,AI Consultant,134399,EUR,Entry_Level,Contract,United States,S,Norway,0,"Git, NLP, Scala, Java, Kubernetes",PhD,10,Retail,2/7/19,7.9,NeuralNet Inc,On-site
